,Star_Rating,Review_Title,Pros,Cons,Review_Title_sentiment_score_normalization,Pros_And_Cons,Pros_And_Cons_sentiment_score_normalization,Review_Title_sentiment_score_vader,Pros_And_Cons_sentiment_score_vader,Review_Title_Flair,Pros_And_Cons_Flair
1753,5.0,Fantastic place to work,Excellent benefits and a company that truly does care about the people who make the company run.,"Work/life balance can be tough at times, but that is to be expected at an industry leading tech company. And, the entitlement that employees often exhibit is disheartening.",0.67,"Excellent benefits and a company that truly does care about the people who make the company run.Work/life balance can be tough at times, but that is to be expected at an industry leading tech company. And, the entitlement that employees often exhibit is disheartening.",0.17,0.56,0.31,0.9976102113723755,0.9924077987670898
1754,4.0,Great perks but a lot of pressure from teammates.,I experienced a lot of cool things that no other company has.,Work environment can get stressful.,0.2,I experienced a lot of cool things that no other company has.Work environment can get stressful.,0.11,-0.06,-0.49,0.7791728377342224,0.972445011138916
1755,5.0,No Regrets,Ambitious company with ambitious goals; Truly cares of its staff of employees AND business partners; Most talented group of people; Seeks out opportunities and encourages the same in its employees; Outstanding benefits and care!,Some locations are difficult e.g. Bay Area housing is difficult and some sites are less than glamorous.,-1.0,Ambitious company with ambitious goals; Truly cares of its staff of employees AND business partners; Most talented group of people; Seeks out opportunities and encourages the same in its employees; Outstanding benefits and care!Some locations are difficult e.g. Bay Area housing is difficult and some sites are less than glamorous.,0.13,-0.57,0.98,0.9962143301963806,0.9977713823318481
1756,5.0,Great team environment and culture!,"Awesome benefits and pay.
Great teams to work with.
Your opinion matters and is heard.
Difference is accepted, being yourself truly is encourage!
Feel blessed to work for this company!","It can get really busy at time, but you get through it as a team!",0.25,"Awesome benefits and pay.
Great teams to work with.
Your opinion matters and is heard.
Difference is accepted, being yourself truly is encourage!
Feel blessed to work for this company!It can get really busy at time, but you get through it as a team!",0.26,0.66,0.91,0.996533989906311,0.9933263063430786
1757,3.0,FB software Engineer review,"Good pay and perks
Best learning experience from super smart peers","No stock growth
Too fast cultured",0.0,"Good pay and perks
Best learning experience from super smart peersNo stock growth
Too fast cultured",0.38,0.0,0.94,0.9514747858047485,0.9690995216369629
1758,4.0,Not bad,Free Food lunch and that is appreciated,"No deadlines clearly indicated I think, not sure",-1.0,"Free Food lunch and that is appreciatedNo deadlines clearly indicated I think, not sure",0.22,0.43,0.62,-0.8180314302444458,-0.8167188167572021
1759,5.0,Company that really cares about its employees,"From day 1 of onboarding, I could tell that the culture here was about inclusion and empowerment. They have been extremely transparent and open as priorities have shifted during the Covid-19 crisis. I have been so impressed with the way they have taken care of the employees, both financially and emotionally. There is a focus on resiliency and health, no deadlines get in the way of that.","Everyone is expected to conform to the inclusive culture. If you're ""old fashioned"" and against political correctness, this company is not for you.",0.0,"From day 1 of onboarding, I could tell that the culture here was about inclusion and empowerment. They have been extremely transparent and open as priorities have shifted during the Covid-19 crisis. I have been so impressed with the way they have taken care of the employees, both financially and emotionally. There is a focus on resiliency and health, no deadlines get in the way of that.Everyone is expected to conform to the inclusive culture. If you're ""old fashioned"" and against political correctness, this company is not for you.",0.05,0.51,0.22,0.9985685348510742,0.9827438592910767
1760,3.0,Tedious work for overqualified employees,"Salary, benefits, enjoyed the other employees",giant corporation meant to exploit their workers,0.0,"Salary, benefits, enjoyed the other employeesgiant corporation meant to exploit their workers",0.12,0.0,0.67,-0.9984028935432434,0.9860320091247559
1761,5.0,pm,great culture and good food,lots of. high pressure to perform well,0.0,great culture and good foodlots of. high pressure to perform well,0.38,0.0,0.78,0.549880862236023,0.9906429648399353
1762,5.0,I've always enjoyed being at FB. The company has treated us especially well during COVID,"I have always loved working at FB. I get to work on the most challenging problems of my career, the pay is great, and it is the most fun engineering culture I've been a part of.

During the COVID related shutdowns, the company has been especially helpful in providing the things we need to take care of ourselves first and work later.","Before the COVID shutdowns, work life balance was often difficult. The commute from SF to Menlo Park was also difficult",0.22,"I have always loved working at FB. I get to work on the most challenging problems of my career, the pay is great, and it is the most fun engineering culture I've been a part of.

During the COVID related shutdowns, the company has been especially helpful in providing the things we need to take care of ourselves first and work later.Before the COVID shutdowns, work life balance was often difficult. The commute from SF to Menlo Park was also difficult",0.07,0.69,0.91,0.9978919625282288,0.9994763731956482
1763,5.0,Hard work while being treated well,"Fair evaluations, challenging problems, supportive peers and managers",Competitive environment pushes some people to work extra hours,0.25,"Fair evaluations, challenging problems, supportive peers and managersCompetitive environment pushes some people to work extra hours",0.08,0.18,0.34,0.7783602476119995,-0.9364965558052063
